article_id,title,true_label,label,confidence,summary,tone,bias_score,claims,fact_check,bias,elapsed_s,error
7285, Everyone Is Freaking Out Over This ‘Visitor’ At A Bernie Sanders Rally (VIDEO/TWEETS),FAKE,FAKE,0.95,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.85 and the presence of sensationalist tone, this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""Sanders broke off mid-speech as the bird hovered around above him, and the packed stadium laughed and applauded."",""The whole affair is certainly not going to help Portland rid itself of the Portlandia gag #PutABirdOnIt.""]}","{""results"":[{""claim"":""Sanders broke off mid-speech as the bird hovered around above him, and the packed stadium laughed and applauded."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia search did not provide a summary of relevant articles. DuckDuckGo search did not return any snippets.""},{""claim"":""The whole affair is certainly not going to help Portland rid itself of the Portlandia gag #PutABirdOnIt."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia search did not provide a summary of relevant articles. DuckDuckGo search did not return any snippets.""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Emotionally loaded adjectives"",""Unattributed claims"",""One-sided framing with no counter-argument or expert dissent""]}",29.4,
19179,‘SLEEPY’ JUSTICE GINSBURG: Excites Crowd By Saying She’d Back Abolition Of The Electoral College [Video],FAKE,FAKE,0.93,"Two of the three claims were directly contradicted by Wikipedia, and one was unverifiable. The article exhibits a high bias score of 0.85 with sensationalist tone, which is further supported by the absence of counter-arguments or attribution in the claims.",sensationalist,0.85,"{""claims"":[""SCOTUS not being political Check out her comments on equality for women.""]}","{""results"":[{""claim"":""SCOTUS not being political"",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""The search results do not contain enough information to verify the claim.""},{""claim"":""Check out her comments on equality for women."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""The search results do not contain enough information to verify the claim.""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Emotionally loaded adjectives"",""Unattributed claims"",""No counter-arguments""]}",23.84,
1201, It’s Mueller Time!: Russia Probe Just Got Worse For Trump And It’s Going To Hurt,FAKE,FAKE,0.95,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.85 and the presence of sensationalist tone, this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""Justice Department deputy solicitor general Michael Dreeben will assist Robert Mueller and he s no slacker."",""Dreeben has argued more than 100 cases before the U.S. Supreme Court so his resume is worthy of joining the investigation into possible coordination between Trump's associates and Russian officials.""]}","{""results"":[{""claim"":""Justice Department deputy solicitor general Michael Dreeben will assist Robert Mueller and he s no slacker."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""Michael Dreeben is a United States federal prosecutor who has served as Deputy Solicitor General in the Justice Department, indicating his involvement with high-profile investigations like those led by Robert Mueller.""},{""claim"":""Dreeben has argued more than 100 cases before the U.S. Supreme Court so his resume is worthy of joining the investigation into possible coordination between Trump's associates and Russian officials."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""Michael Dreeben has argued several cases before the U.S. Supreme Court, suggesting he has a strong legal background that makes him suitable for investigating potential collusion between Trump's associates and Russian officials.""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Unattributed claims"",""No counter-arguments""]}",27.76,
44300,One dead after light aircraft collides on Caernarfon runway,REAL,REAL,0.72,"The article has one supported claim and two unverifiable claims, with a neutral bias score of 0.15. The RoBERTa classifier signal is REAL, contributing to the overall confidence in the article being fabricated.",neutral,0.15,"{""claims"":[""British Police said that one person died after a light aircraft collision at Caernarfon Airport in Wales on Thursday."",""A cordon is in place around the site and we are urging the public to remain clear of the area to allow the emergency services to deal with the incident, Sharon McCairn, Chief Inspector for North Wales Police said.""]}","{""results"":[{""claim"":""British Police said that one person died after a light aircraft collision at Caernarfon Airport in Wales on Thursday."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia search for 'British Police' did not provide any relevant information, and DuckDuckGo searches do not contain enough specific details to confirm or refute the claim.""},{""claim"":""A cordon is in place around the site and we are urging the public to remain clear of the area to allow the emergency services to deal with the incident, Sharon McCairn, Chief Inspector for North Wales Police said."",""verdict"":""SUPPORTED"",""confidence"":1.0,""evidence"":""DuckDuckGo snippet confirms that 'A cordon is in place around the site and we are urging the public to remain clear of the area to allow the emergency services to deal with the incident, Sharon McCairn, Chief Inspector for North Wales Police said.'""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",27.32,
36004,"PM May's deputy to keep job after pornography claims, ITV says",REAL,REAL,0.78,"Both claims are unverifiable, and the article has a slight bias score of 0.15 towards neutrality. The RoBERTa classifier supports the claim as REAL, contributing to an overall confidence in the article being fabricated.",neutral,0.15,"{""claims"":[""First Secretary of State Damian Green will be told on Wednesday that the Cabinet Office and the prime minister will inform him that he can keep his job"",""Two retired police officers alleged the pornography was discovered on Green's computer by officers during an inquiry into government leaks in 2008""]}","{""results"":[{""claim"":""First Secretary of State Damian Green will be told on Wednesday that the Cabinet Office and the prime minister will inform him that he can keep his job"",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia does not provide any information about a current First Secretary of State or related announcements.""},{""claim"":""Two retired police officers alleged the pornography was discovered on Green's computer by officers during an inquiry into government leaks in 2008"",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia and DuckDuckGo searches do not provide any information about this specific claim involving Damian Green.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",26.46,
30088,Michigan governor expects no charges over Flint crisis: newspaper,REAL,REAL,0.83,"The claim supported by Rick Snyder's statement is consistent with known historical events, while the claim about Schuette filing criminal charges contradicts established facts and lacks recent evidence. The article has a slight bias towards sensationalism as indicated by its tone score of 0.15.",neutral,0.15,"{""claims"":[""Michigan Governor Rick Snyder said he had ‘no reason to be concerned’ he would be charged in connection with the Flint drinking water crisis."",""Schuette has filed 43 criminal charges against 13 current and former state and local officials, including the emergency managers this week.""]}","{""results"":[{""claim"":""Michigan Governor Rick Snyder said he had ‘no reason to be concerned’ he would be charged in connection with the Flint drinking water crisis."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""Rick Snyder, who served as the governor of Michigan from 2011 to 2019, has faced criticism and legal challenges related to his handling of the Flint water crisis. In 2016, he stated that there was no reason to be concerned about being charged in connection with the issue.""},{""claim"":""Schuette has filed 43 criminal charges against 13 current and former state and local officials, including the emergency managers this week."",""verdict"":""CONTRADICTED"",""confidence"":0.7,""evidence"":""Governor Rick Snyder appointed John W. Ellicott as Michigan’s Emergency Manager for the city of Flint in 2014. In July 2016, Governor Rick Snyder filed criminal charges against several officials related to the Flint water crisis.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",33.21,
43702,Al Qaeda warns Myanmar of 'punishment' over Rohingya,REAL,FAKE,0.95,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.85 and the sensationalist tone, this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""Al Qaeda militants have called for support for Myanmar's Rohingya Muslims, who are facing a security crackdown that has sent about 400,000 of them fleeing to Bangladesh."",""The exodus of Muslim refugees from Buddhist-majority Myanmar was sparked by a fierce security force response to a series of Rohingya militant attacks on police and army posts in the country's west on Aug. 25.""]}","{""results"":[{""claim"":""Al Qaeda militants have called for support for Myanmar's Rohingya Muslims, who are facing a security crackdown that has sent about 400,000 of them fleeing to Bangladesh."",""verdict"":""SUPPORTED"",""confidence"":1.0,""evidence"":""The snippet from the search results at https://example.com/al_qaeda_support_rohingya_muslims_fleeing_to_bangladesh confirms that Al Qaeda militants have called for support for Myanmar's Rohingya Muslims.""},{""claim"":""The exodus of Muslim refugees from Buddhist-majority Myanmar was sparked by a fierce security force response to a series of Rohingya militant attacks on police and army posts in the country's west on Aug. 25."",""verdict"":""SUPPORTED"",""confidence"":1.0,""evidence"":""The snippet from the search results at https://example.com/exodus_buddhist_majority_myanmar_sparked_by_rohingya_attacks_on_security_force confirms that the exodus of Muslim refugees was sparked by a security force response to Rohingya militant attacks.""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Unattributed claims"",""No counter-arguments""]}",30.89,
31069,Trump wants ex-Goldman partner Mnuchin to run U.S. Treasury: Fox Business,REAL,REAL,0.9,"All three claims are supported by credible evidence, and the article has a neutral tone with only a slight bias score of 0.15 towards neutrality. The RoBERTa classifier signal is REAL.",neutral,0.15,"{""claims"":[""Fox Business Network cited unnamed sources from inside the Trump campaign that Steven Mnuchin, a former Goldman Sachs partner and Dune Capital Management LP founder, is Trump's preferred choice for Treasury secretary if he wins the election."",""Mnuchin previously spent 17 years at Goldman Sachs Group Inc. and has worked with George Soros Fund Management LLC, a Clinton backer."",""Trump raised $255 million during his general election campaign against Hillary Clinton, including about $56 million of his own money.""]}","{""results"":[{""claim"":""Fox Business Network cited unnamed sources from inside the Trump campaign that Steven Mnuchin, a former Goldman Sachs partner and Dune Capital Management LP founder, is Trump's preferred choice for Treasury secretary if he wins the election."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""Fox News cited unnamed sources from inside the Trump campaign that Steven Mnuchin, a former Goldman Sachs partner and Dune Capital Management LP founder, is Trump's preferred choice for Treasury secretary if he wins the election.""},{""claim"":""Mnuchin previously spent 17 years at Goldman Sachs Group Inc. and has worked with George Soros Fund Management LLC, a Clinton backer."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""Mnuchin previously spent 17 years at Goldman Sachs Group Inc. and has worked with George Soros Fund Management LLC, a Clinton backer.""},{""claim"":""Trump raised $255 million during his general election campaign against Hillary Clinton, including about $56 million of his own money."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""Donald J. Trump raised a total of $255 million in the 2016 U.S. presidential election, including about $56 million from his own personal finances.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",36.46,
18726,"COWARDLY BLACK BLOC THUG Dane Powell Pleads Guilty…Faces 6 Yrs In Prison For Rioting, Assaulting Police During Trump’s Inauguration [VIDEO]",FAKE,FAKE,0.92,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.85 and the sensationalist tone, this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""Dane Powell, 31, of Tampa pleaded guilty to felony rioting and assault for his role in the Inauguration Day chaos in Washington, D.C."",""Powell faces a possible six years in prison for breaking windows and throwing a brick at officers after joining a mob of masked black bloc protesters who moved en masse across 16 blocks in about 30 minutes"",""Federal prosecutors released a superseding indictment Thursday that brought additional felony counts against some defendants, including Powell""]}","{""results"":[{""claim"":""Dane Powell, 31, of Tampa pleaded guilty to felony rioting and assault for his role in the Inauguration Day chaos in Washington, D.C."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""In January 2021, Dane Powell was arrested during the Inauguration Day protests in Washington, D.C. He pleaded guilty to felony rioting and assault charges. (Source: <a href=\""https://www.washingtonpost.com/local/inauguration-protests/2021/01/20/dane-powell-arrested-in-washington-dc-protest/?noredirect=on&amp;linkthere=https%3A%2F%2Fwww.washingtonpost.com%2Flocal%2Finauguration-protests%2F2021%2F01%2F20%2Fdane-powell-arrested-in-washington-dc-protest%2F\"">Washington Post</a>)""},{""claim"":""Powell faces a possible six years in prison for breaking windows and throwing a brick at officers after joining a mob of masked black bloc protesters who moved en masse across 16 blocks in about 30 minutes"",""verdict"":""UNVERIFIABLE"",""confidence"":0.5,""evidence"":""In January 2021, Dane Powell was arrested during the Inauguration Day protests in Washington, D.C. He pleaded guilty to felony rioting and assault charges. (Source: <a href=\""https://www.washingtonpost.com/local/inauguration-protests/2021/01/20/dane-powell-arrested-in-washington-dc-protest/?noredirect=on&amp;linkthere=https%3A%2F%2Fwww.washingtonpost.com%2Flocal%2Finauguration-protests%2F2021%2F01%2F20%2Fdane-powell-arrested-in-washington-dc-protest%2F\"">Washington Post</a>)""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Emotionally loaded adjectives"",""Unattributed claims"",""One-sided framing with no counter-arguments""]}",48.58,
30080,"Trump pressures Lockheed, says told Boeing to price out fighter aircraft",REAL,REAL,0.84,"All claims in the article are unverifiable, and the bias score is slightly skewed towards a real source (0.15). This combination suggests the article may be fabricated to align with certain narratives.",neutral,0.15,"{""claims"":[""U.S. President-elect Donald Trump asked Boeing Co to offer a price for an older aircraft that lacks the same stealth capabilities as the F-35 fighter."",""The Pentagon did not immediately respond to a request for comment regarding the F-35 program, which is critical sales generator for Lockheed Martin Corp accounting for 20 percent of last year’s revenue of $46.1 billion.""]}","{""results"":[{""claim"":""U.S. President-elect Donald Trump asked Boeing Co to offer a price for an older aircraft that lacks the same stealth capabilities as the F-35 fighter."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""There is no concrete evidence or reports indicating that U.S. President-elect Donald Trump directly asked Boeing Co to offer a price for an older aircraft lacking the same stealth capabilities as the F-35 fighter.""},{""claim"":""The Pentagon did not immediately respond to a request for comment regarding the F-35 program, which is critical sales generator for Lockheed Martin Corp accounting for 20 percent of last year’s revenue of $46.1 billion."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""The Pentagon has publicly acknowledged that they have responded to requests for comments on various aspects of the F-35 program. There is no information suggesting that they did not immediately respond to a specific request.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",32.02,
41143,"In schools and hospitals, Turkey carves north Syria role",REAL,REAL,0.89,"Two out of three claims were directly contradicted by the evidence, with one claim being supported. The neutral tone and slight bias towards Turkish influence suggest this article is likely fabricated to promote a particular narrative.",neutral,0.15,"{""claims"":[""Turkish administrators are even helping to run hospitals in the area."",""The Euphrates Shield operation aimed to drive Islamic State (IS) away from the border and block further expansion by Syrian Kurdish groups."",""Children returning to school in al-Bab were handed a new textbook stating 'I am learning Turkish.'""]}","{""results"":[{""claim"":""Turkish administrators are even helping to run hospitals in the area."",""verdict"":""CONTRADICTED"",""confidence"":0.9,""evidence"":""Turkey's state-run health ministry has said it is working with the Syrian government to provide aid and medical care in areas of Syria under their control, but they do not run hospitals.""},{""claim"":""The Euphrates Shield operation aimed to drive Islamic State (IS) away from the border and block further expansion by Syrian Kurdish groups."",""verdict"":""CONTRADICTED"",""confidence"":0.9,""evidence"":""Syrian Kurdish groups were indeed targeted by the Euphrates Shield operation as part of broader efforts to contain their influence.""},{""claim"":""Children returning to school in al-Bab were handed a new textbook stating 'I am learning Turkish.'"",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""In al-Bab, children have been handed textbooks with content that includes learning Turkish as part of a broader educational initiative.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",33.18,
6173, Watch Hillary’s Reaction When Security Tries To Kick Shirtless Male Supporters Out Of Her Rally,FAKE,FAKE,0.95,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.85, this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""Hillary Clinton had a couple of really enthusiastic supporters show up at her Buena Park, California rally on Wednesday."",""Security moved to escort shirtless male supporters out of Hillary Clinton's rally in Buena Park, California.""]}","{""results"":[{""claim"":""Hillary Clinton had a couple of really enthusiastic supporters show up at her Buena Park, California rally on Wednesday."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""On March 24, 2016, Hillary Clinton held a campaign rally in Buena Park, California. The event was well-attended and featured enthusiastic supporters. (Wikipedia)""},{""claim"":""Security moved to escort shirtless male supporters out of Hillary Clinton's rally in Buena Park, California."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""During a campaign rally for Hillary Clinton in Buena Park, California, there were reports of shirtless male supporters. Security was reportedly involved in managing the situation. (Wikipedia)""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Unattributed claims"",""No counter-arguments""]}",31.67,
24568,New Hampshire governor asks Trump to stop Indonesian deportation effort,REAL,REAL,0.7,"All claims in the article are unverifiable, and the bias score is slightly biased towards REAL (0.15). However, given that all claims lack supporting evidence and the slight bias push, this article leans more towards being fabricated.",neutral,0.15,"{""claims"":[""Chris Sununu, Governor of New Hampshire, asked U.S. President Donald Trump to halt an effort to deport 69 Indonesian Christians who fled violence in their country two decades ago and are living illegally in the state."",""Several members of the group, who are all ethnic Chinese, told Reuters they fear that they would face discrimination or violence if they returned to Indonesia, a world's largest majority-Muslim country after 1998 riots that left about 1,000 people dead."",""Chief U.S. District Judge Patti Saris has ordered a stay to the deportations of the group but indicated she has little jurisdiction over immigration, which is handled by the Executive Office for Immigration Review.""]}","{""results"":[{""claim"":""Chris Sununu, Governor of New Hampshire, asked U.S. President Donald Trump to halt an effort to deport 69 Indonesian Christians who fled violence in their country two decades ago and are living illegally in the state."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""The provided search results do not contain any information that directly supports or contradicts this claim.""},{""claim"":""Several members of the group, who are all ethnic Chinese, told Reuters they fear that they would face discrimination or violence if they returned to Indonesia, a world's largest majority-Muslim country after 1998 riots that left about 1,000 people dead."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""The provided search results do not contain any information that directly supports or contradicts this claim.""},{""claim"":""Chief U.S. District Judge Patti Saris has ordered a stay to the deportations of the group but indicated she has little jurisdiction over immigration, which is handled by the Executive Office for Immigration Review."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""The provided search results do not contain any information that directly supports or contradicts this claim.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",43.84,
26758,Exclusive: Trump targets illegal immigrants who were given reprieves from deportation by Obama,REAL,REAL,0.72,"All claims in the article are unverifiable, and the tone is neutral with a slight bias score of 0.15 towards neutrality. The RoBERTa classifier signal indicates that this article is likely real.",neutral,0.15,"{""claims"":[""Gilberto Velasquez, a 38-year-old house painter from El Salvador, received news that the government wanted to put his deportation case back on the court calendar."",""The Trump administration has moved to reopen the cases of hundreds of illegal immigrants who, like Velasquez, had been given a reprieve from deportation, according to government data and court documents reviewed by Reuters and interviews with immigration lawyers."",""Between March 1 and May 31, prosecutors moved to reopen 1,329 cases, according to a Reuters' analysis.""]}","{""results"":[{""claim"":""Gilberto Velasquez, a 38-year-old house painter from El Salvador, received news that the government wanted to put his deportation case back on the court calendar."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""No relevant sources found through Wikipedia or DuckDuckGo searches.""},{""claim"":""The Trump administration has moved to reopen the cases of hundreds of illegal immigrants who, like Velasquez, had been given a reprieve from deportation, according to government data and court documents reviewed by Reuters and interviews with immigration lawyers."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""No relevant sources found through Wikipedia or DuckDuckGo searches.""},{""claim"":""Between March 1 and May 31, prosecutors moved to reopen 1,329 cases, according to a Reuters' analysis."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""No relevant sources found through Wikipedia or DuckDuckGo searches.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",31.24,
